Nx,Ny,Nz,Sx,Sy,Sz,Roll,Pitch,Yaw,SunFluxX,SunFluxY,SunFluxZ,Octant
-0,-0,-0,46.60549259,32,61.0895086,0,14,0,15,8,12,000
-0,-0,-0,46.49880035,32,61.17075744,0,14.1,0,15,8,12,000
-0,-0,-0,46.39196647,32,61.25181995,0,14.2,0,15,8,12,000
-0,-0,-0,46.28499127,32,61.33269587,0,14.3,0,15,8,12,000
-0,-0,-0,46.17787508,32,61.41338496,0,14.4,0,15,8,12,000
-0,-0,-0,46.07061823,32,61.49388698,0,14.5,0,15,8,12,000
-0,-0,-0,45.96322103,32,61.57420168,0,14.6,0,15,8,12,000
-0,-0,-0,45.85568383,32,61.65432881,0,14.7,0,15,8,12,000
-0,-0,-0,45.74800694,32,61.73426813,0,14.8,0,15,8,12,000
-0,-0,-0,45.64019069,32,61.8140194,0,14.9,0,15,8,12,000
-0,-0,-0,45.53223541,32,61.89358237,0,15,0,15,8,12,000
-0,-0,-0,45.42414144,32,61.9729568,0,15.1,0,15,8,12,000
-0,-0,-0,45.31590909,32,62.05214245,0,15.2,0,15,8,12,000
-0,-0,-0,45.20753871,32,62.13113908,0,15.3,0,15,8,12,000
-0,-0,-0,45.09903061,32,62.20994645,0,15.4,0,15,8,12,000
-0,-0,-0,44.99038514,32,62.28856432,0,15.5,0,15,8,12,000
-0,-0,-0,44.88160262,32,62.36699244,0,15.6,0,15,8,12,000
-0,-0,-0,44.77268338,32,62.44523059,0,15.7,0,15,8,12,000
-0,-0,-0,44.66362775,32,62.52327851,0,15.8,0,15,8,12,000
-0,-0,-0,44.55443608,32,62.60113598,0,15.9,0,15,8,12,000
-0,-0,-0,44.44510868,32,62.67880275,0,16,0,15,8,12,000
-0,-0,-0,44.33564589,32,62.7562786,0,16.1,0,15,8,12,000
-0,-0,-0,44.22604805,32,62.83356327,0,16.2,0,15,8,12,000
-0,-0,-0,44.11631549,32,62.91065655,0,16.3,0,15,8,12,000
-0,-0,-0,44.00644854,32,62.98755819,0,16.4,0,15,8,12,000
-0,-0,-0,43.89644755,32,63.06426796,0,16.5,0,15,8,12,000
-0,-0,-0,43.78631283,32,63.14078562,0,16.6,0,15,8,12,000
-0,-0,-0,43.67604474,32,63.21711094,0,16.7,0,15,8,12,000
-0,-0,-0,43.5656436,32,63.2932437,0,16.8,0,15,8,12,000
-0,-0,-0,43.45510975,32,63.36918365,0,16.9,0,15,8,12,000
-0,-0,-0,43.34444353,32,63.44493057,0,17,0,15,8,12,000
-0,-0,-0,43.23364528,32,63.52048422,0,17.1,0,15,8,12,000
-0,-0,-0,43.12271533,32,63.59584438,0,17.2,0,15,8,12,000
-0,-0,-0,43.01165401,32,63.67101082,0,17.3,0,15,8,12,000
-0,-0,-0,42.90046168,32,63.7459833,0,17.4,0,15,8,12,000
-0,-0,-0,42.78913867,32,63.82076161,0,17.5,0,15,8,12,000
-0,-0,-0,42.67768531,32,63.8953455,0,17.6,0,15,8,12,000
-0,-0,-0,42.56610195,32,63.96973476,0,17.7,0,15,8,12,000
-0,-0,-0,42.45438893,32,64.04392915,0,17.8,0,15,8,12,000
-0,-0,-0,42.34254658,32,64.11792845,0,17.9,0,15,8,12,000
-0,-0,-0,42.23057525,32,64.19173244,0,18,0,15,8,12,000
-0,-0,-0,42.11847528,32,64.2653409,0,18.1,0,15,8,12,000
-0,-0,-0,42.006247,32,64.33875358,0,18.2,0,15,8,12,000
-0,-0,-0,41.89389077,32,64.41197028,0,18.3,0,15,8,12,000
-0,-0,-0,41.78140693,32,64.48499078,0,18.4,0,15,8,12,000
-0,-0,-0,41.6687958,32,64.55781483,0,18.5,0,15,8,12,000
-0,-0,-0,41.55605775,32,64.63044224,0,18.6,0,15,8,12,000
-0,-0,-0,41.44319312,32,64.70287277,0,18.7,0,15,8,12,000
-0,-0,-0,41.33020224,32,64.7751062,0,18.8,0,15,8,12,000
-0,-0,-0,41.21708546,32,64.84714232,0,18.9,0,15,8,12,000
-0,-0,-0,41.10384312,32,64.9189809,0,19,0,15,8,12,000
-0,-0,-0,40.99047558,32,64.99062172,0,19.1,0,15,8,12,000
-0,-0,-0,40.87698317,32,65.06206458,0,19.2,0,15,8,12,000
-0,-0,-0,40.76336624,32,65.13330924,0,19.3,0,15,8,12,000
-0,-0,-0,40.64962515,32,65.20435549,0,19.4,0,15,8,12,000
-0,-0,-0,40.53576022,32,65.27520313,0,19.5,0,15,8,12,000
-0,-0,-0,40.42177182,32,65.34585192,0,19.6,0,15,8,12,000
-0,-0,-0,40.30766028,32,65.41630166,0,19.7,0,15,8,12,000
-0,-0,-0,40.19342597,32,65.48655212,0,19.8,0,15,8,12,000
-0,-0,-0,40.07906921,32,65.55660311,0,19.9,0,15,8,12,000
-0,-0,-0,39.96459037,32,65.6264544,0,20,0,15,8,12,000
-0,-0,-0,39.84998979,32,65.69610578,0,20.1,0,15,8,12,000
-0,-0,-0,39.73526781,32,65.76555703,0,20.2,0,15,8,12,000
-0,-0,-0,39.6204248,32,65.83480796,0,20.3,0,15,8,12,000
-0,-0,-0,39.5054611,32,65.90385833,0,20.4,0,15,8,12,000
-0,-0,-0,39.39037705,32,65.97270796,0,20.5,0,15,8,12,000
-0,-0,-0,39.27517302,32,66.04135662,0,20.6,0,15,8,12,000
-0,-0,-0,39.15984935,32,66.10980411,0,20.7,0,15,8,12,000
-0,-0,-0,39.04440639,32,66.17805021,0,20.8,0,15,8,12,000
-0,-0,-0,38.92884449,32,66.24609473,0,20.9,0,15,8,12,000
-0,-0,-0,38.81316401,32,66.31393744,0,21,0,15,8,12,000
-0,-0,-0,38.6973653,32,66.38157816,0,21.1,0,15,8,12,000
-0,-0,-0,38.58144871,32,66.44901666,0,21.2,0,15,8,12,000
-0,-0,-0,38.46541459,32,66.51625275,0,21.3,0,15,8,12,000
-0,-0,-0,38.3492633,32,66.58328622,0,21.4,0,15,8,12,000
