Nx,Ny,Nz,Sx,Sy,Sz,Roll,Pitch,Yaw,SunFluxX,SunFluxY,SunFluxZ,Octant
-0,-0,-0,48.52868257,328,27.0733627,0,1.1,0,12,82,7,000
-0,-0,-0,48.57586056,328,26.98862298,0,1.2,0,12,82,7,000
-0,-0,-0,48.62289059,328,26.90380105,0,1.3,0,12,82,7,000
-0,-0,-0,48.6697725,328,26.81889716,0,1.4,0,12,82,7,000
-0,-0,-0,48.71650615,328,26.73391158,0,1.5,0,12,82,7,000
-0,-0,-0,48.76309141,328,26.64884456,0,1.6,0,12,82,7,000
-0,-0,-0,48.80952812,328,26.56369637,0,1.7,0,12,82,7,000
-0,-0,-0,48.85581615,328,26.47846725,0,1.8,0,12,82,7,000
-0,-0,-0,48.90195536,328,26.39315748,0,1.9,0,12,82,7,000
-0,-0,-0,48.9479456,328,26.30776731,0,2,0,12,82,7,000
-0,-0,-0,48.99378675,328,26.22229701,0,2.1,0,12,82,7,000
-0,-0,-0,49.03947864,328,26.13674682,0,2.2,0,12,82,7,000
-0,-0,-0,49.08502116,328,26.05111702,0,2.3,0,12,82,7,000
-0,-0,-0,49.13041415,328,25.96540786,0,2.4,0,12,82,7,000
-0,-0,-0,49.17565748,328,25.87961961,0,2.5,0,12,82,7,000
-0,-0,-0,49.22075102,328,25.79375252,0,2.6,0,12,82,7,000
-0,-0,-0,49.26569462,328,25.70780686,0,2.7,0,12,82,7,000
-0,-0,-0,49.31048815,328,25.6217829,0,2.8,0,12,82,7,000
-0,-0,-0,49.35513147,328,25.53568088,0,2.9,0,12,82,7,000
-0,-0,-0,49.39962444,328,25.44950107,0,3,0,12,82,7,000
-0,-0,-0,49.44396694,328,25.36324375,0,3.1,0,12,82,7,000
-0,-0,-0,49.48815882,328,25.27690916,0,3.2,0,12,82,7,000
-0,-0,-0,49.53219995,328,25.19049757,0,3.3,0,12,82,7,000
-0,-0,-0,49.5760902,328,25.10400925,0,3.4,0,12,82,7,000
-0,-0,-0,49.61982943,328,25.01744446,0,3.5,0,12,82,7,000
-0,-0,-0,49.66341751,328,24.93080346,0,3.6,0,12,82,7,000
-0,-0,-0,49.70685431,328,24.84408652,0,3.7,0,12,82,7,000
-0,-0,-0,49.75013969,328,24.75729389,0,3.8,0,12,82,7,000
-0,-0,-0,49.79327352,328,24.67042586,0,3.9,0,12,82,7,000
-0,-0,-0,49.83625568,328,24.58348267,0,4,0,12,82,7,000
-0,-0,-0,49.87908602,328,24.49646459,0,4.1,0,12,82,7,000
-0,-0,-0,49.92176443,328,24.4093719,0,4.2,0,12,82,7,000
-0,-0,-0,49.96429076,328,24.32220485,0,4.3,0,12,82,7,000
-0,-0,-0,50.00666489,328,24.23496371,0,4.4,0,12,82,7,000
-0,-0,-0,50.0488867,328,24.14764875,0,4.5,0,12,82,7,000
-0,-0,-0,50.09095605,328,24.06026023,0,4.6,0,12,82,7,000
-0,-0,-0,50.13287281,328,23.97279842,0,4.7,0,12,82,7,000
-0,-0,-0,50.17463686,328,23.88526358,0,4.8,0,12,82,7,000
-0,-0,-0,50.21624807,328,23.79765598,0,4.9,0,12,82,7,000
-0,-0,-0,50.25770631,328,23.70997589,0,5,0,12,82,7,000
-0,-0,-0,50.29901145,328,23.62222358,0,5.1,0,12,82,7,000
-0,-0,-0,50.34016338,328,23.53439931,0,5.2,0,12,82,7,000
-0,-0,-0,50.38116196,328,23.44650335,0,5.3,0,12,82,7,000
-0,-0,-0,50.42200707,328,23.35853597,0,5.4,0,12,82,7,000
-0,-0,-0,50.46269859,328,23.27049743,0,5.5,0,12,82,7,000
-0,-0,-0,50.50323639,328,23.18238801,0,5.6,0,12,82,7,000
-0,-0,-0,50.54362035,328,23.09420797,0,5.7,0,12,82,7,000
-0,-0,-0,50.58385034,328,23.00595758,0,5.8,0,12,82,7,000
-0,-0,-0,50.62392625,328,22.91763711,0,5.9,0,12,82,7,000
-0,-0,-0,50.66384795,328,22.82924683,0,6,0,12,82,7,000
-0,-0,-0,50.70361532,328,22.74078701,0,6.1,0,12,82,7,000
-0,-0,-0,50.74322823,328,22.65225792,0,6.2,0,12,82,7,000
-0,-0,-0,50.78268657,328,22.56365982,0,6.3,0,12,82,7,000
-0,-0,-0,50.82199022,328,22.47499299,0,6.4,0,12,82,7,000
-0,-0,-0,50.86113906,328,22.3862577,0,6.5,0,12,82,7,000
-0,-0,-0,50.90013296,328,22.29745421,0,6.6,0,12,82,7,000
-0,-0,-0,50.93897182,328,22.20858281,0,6.7,0,12,82,7,000
-0,-0,-0,50.9776555,328,22.11964375,0,6.8,0,12,82,7,000
-0,-0,-0,51.0161839,328,22.03063731,0,6.9,0,12,82,7,000
-0,-0,-0,51.05455689,328,21.94156376,0,7,0,12,82,7,000
-0,-0,-0,51.09277437,328,21.85242338,0,7.1,0,12,82,7,000
-0,-0,-0,51.1308362,328,21.76321643,0,7.2,0,12,82,7,000
-0,-0,-0,51.16874229,328,21.67394318,0,7.3,0,12,82,7,000
-0,-0,-0,51.2064925,328,21.58460391,0,7.4,0,12,82,7,000
-0,-0,-0,51.24408673,328,21.49519889,0,7.5,0,12,82,7,000
-0,-0,-0,51.28152486,328,21.40572839,0,7.6,0,12,82,7,000
-0,-0,-0,51.31880678,328,21.31619269,0,7.7,0,12,82,7,000
-0,-0,-0,51.35593237,328,21.22659206,0,7.8,0,12,82,7,000
-0,-0,-0,51.39290152,328,21.13692676,0,7.9,0,12,82,7,000
-0,-0,-0,51.42971413,328,21.04719708,0,8,0,12,82,7,000
-0,-0,-0,51.46637006,328,20.95740328,0,8.1,0,12,82,7,000
-0,-0,-0,51.50286923,328,20.86754565,0,8.2,0,12,82,7,000
-0,-0,-0,51.5392115,328,20.77762445,0,8.3,0,12,82,7,000
-0,-0,-0,51.57539678,328,20.68763995,0,8.4,0,12,82,7,000
-0,-0,-0,51.61142495,328,20.59759244,0,8.5,0,12,82,7,000
-0,-0,-0,51.64729591,328,20.50748218,0,8.6,0,12,82,7,000
-0,-0,-0,51.68300953,328,20.41730946,0,8.7,0,12,82,7,000
-0,-0,-0,51.71856573,328,20.32707454,0,8.8,0,12,82,7,000
-0,-0,-0,51.75396437,328,20.2367777,0,8.9,0,12,82,7,000
-0,-0,-0,51.78920537,328,20.14641921,0,9,0,12,82,7,000
-0,-0,-0,51.82428861,328,20.05599936,0,9.1,0,12,82,7,000
-0,-0,-0,51.85921398,328,19.96551841,0,9.2,0,12,82,7,000
-0,-0,-0,51.89398138,328,19.87497665,0,9.3,0,12,82,7,000
-0,-0,-0,51.9285907,328,19.78437434,0,9.4,0,12,82,7,000
-0,-0,-0,51.96304184,328,19.69371176,0,9.5,0,12,82,7,000
-0,-0,-0,51.99733469,328,19.6029892,0,9.6,0,12,82,7,000
-0,-0,-0,52.03146914,328,19.51220692,0,9.7,0,12,82,7,000
-0,-0,-0,52.0654451,328,19.4213652,0,9.8,0,12,82,7,000
-0,-0,-0,52.09926246,328,19.33046432,0,9.9,0,12,82,7,000
-0,-0,-0,52.13292112,328,19.23950456,0,10,0,12,82,7,000
-0,-0,-0,52.16642097,328,19.14848619,0,10.1,0,12,82,7,000
-0,-0,-0,52.19976191,328,19.05740949,0,10.2,0,12,82,7,000
